30336	52272.2	171604
99632	58618.4	173324
31808	56823.1	178856
71124	56067.3	177780
104396	59350.2	233272
81124	58419.1	179576
27400	46692.6	177056
62060	43547.9	175504
7648	56101.4	168184
4100	44647.1	169780
12372	12643.1	57924
26592	16383.2	61220
49520	22547.2	85476
19380	27227.9	116916
14976	31596.8	110932
17804	36783.6	133160
25716	40149.6	140376
63628	43906.6	157192
88896	45272	153732
25084	48092.6	172248
82520	48842.8	168336
80824	51025.6	178132
80104	51928.8	177188
102276	51841.6	233516
100936	51976.2	173120
33084	54478.8	179928
79676	54929.4	179808
89728	55864.8	175752
33324	56297.4	175144
26092	56702.7	247128
85240	56754.5	177104
79244	59506.3	177456
72904	58483.6	177444
40848	60114.5	198116
44904	61458.7	230924
79720	60808.7	185756
24312	60697.7	180496
31576	59269.8	186408
16512	61965.9	177192
30504	61232	226444
16796	62971.8	184676
36492	63455	177452
36644	62022.2	201484
23748	62658.7	222612
31312	61267.9	274476
16148	65570.3	178068
28868	64288	210660
31104	61458.2	184972
96476	64279.2	231932
60392	63943.5	218176
124432	65508.2	179252
112836	63462.7	176720
167988	63400.6	217956
110588	63923	233848
58792	62185.7	200200
143256	64417.7	234384
130244	66579.2	177472
61380	66326.9	176772
21144	67283.5	240484
77924	64937.5	246960
79324	66074.6	230404
10788	66882.6	236272
130752	67090.5	227712
77960	65245.3	188000
16992	68789.7	248880
33124	67730.5	179544
83380	67950.1	183752
74844	67896.4	215412
75332	70829.4	226016
39968	68179.9	217452
3512	66410.6	179488
65324	64208.5	177580
65144	65842	241040
96536	68335.1	182680
122468	68528.8	241240
71496	72193.3	235268
55208	67299	183784
152872	66496.8	224192
62520	66480.3	211804
152060	69910	241932
81948	69669.3	185368
89000	71219.8	218488
32920	70044.1	242140
27432	71469.8	184256
67460	72393.4	242280
155772	69367.2	181184
151568	68483	238880
19900	69314.8	180400
67736	70027.8	214392
80264	64168.5	178284
73172	65835.3	199028
43280	69791.9	201396
7336	69772.8	176232
78840	72990	226516
80636	70082.4	178488
39040	72269.2	234976
30028	70164	250452
60724	65407.2	244356
77868	73603.3	213340
70012	70747.8	193300
67336	71937.8	234992
29324	68731.8	246144
120012	72138.4	240936
28900	71475.3	187664
40032	73048.2	212544
76016	71416.5	199212
130460	69035	242708
76292	71790.2	242064
13100	74045.9	230352
85904	56341.6	177116
21604	73011.2	231236
83960	73795.9	217036
81204	72848.5	212540
34404	71543	257444
45360	73742.6	223036
127108	75925.1	224828
70048	70918.2	234224
133312	72569.2	241644
167388	71122.5	180336
17540	74588.2	218284
79824	72414.4	195416
40400	70952	233100
30900	73848.5	240896
81592	77080.2	236592
125124	74548.8	249468
35648	74244.8	246080
78372	74680	227536
38264	65399.7	215904
36176	70021.9	178208
104712	74106.6	239844
85908	76023.8	229640
132704	76617	263704
256	75601.4	227376
133060	77111	178184
58492	73478.6	184164
114584	75745.8	230612
83652	77357.8	232348
49884	79115.7	217656
87536	76467.1	200736
82084	79039.6	243676
71892	78926.8	237788
96188	71365.8	246048
59404	74451.8	285980
18776	77009.9	193284
59624	75572.3	193012
21920	75309.3	238656
43172	76994.9	228008
146704	75662.3	246140
11620	74078.5	245760
32872	79576	241648
16872	74633.2	221332
59748	76635.4	260628
142952	80567.7	246712
38028	80460.5	233384
78816	77868	234664
56292	77354.4	246236
80200	77645.4	200280
124012	80973.3	233000
15292	80476.5	179600
38084	79615.9	245936
30396	80213.8	224800
72172	79066.5	245212
37708	77046.4	196512
79288	79286.6	228204
33212	72757.5	223772
56448	77572.5	233336
61072	80743.9	201252
115000	81653.7	239724
154016	77727.2	216928
17184	81105.6	221512
39972	81489.5	244416
28900	81148.4	257084
91000	80074	226780
35856	78089.5	246228
112804	82114	192952
173292	81445.2	198136
112728	80252.1	242288
32280	83325.2	214792
99032	79888.2	188700
135372	80958.5	257856
8052	77750.6	197372
75804	83042.9	247784
103472	80312.8	227788
105372	80545.3	178416
44432	69937.6	236916
130740	72170.4	226908
21884	82612.3	236404
60924	84401.7	252832
37704	83212.8	221752
39668	83670.5	216996
132988	81322.6	265624
39688	83233.6	277836
198376	84249.4	247236
82424	83900.5	243816
132156	85953.8	233996
142372	80179.8	253164
60516	85047	245548
61816	81362.2	238156
132360	78941.5	197124
113672	81566.3	240916
129160	81419.5	227468
39544	83689.4	227520
39988	80889.6	214292
33016	79282.1	181268
26968	82031.9	212816
131184	80248.7	232680
80412	84621.1	223724
21364	75931.3	222212
165788	76602.1	239072
17236	84814.2	270912
39964	84382.4	257324
55968	85915.3	244380
17856	68526.8	274168
56740	79995	244440
162504	81395.6	282944
79036	83304.7	270668
17400	61680.1	247560
72188	45174.5	176360
156640	72594.9	177040
176248	80423	199624
176476	83380.2	275128
72268	82909.2	218084
156184	84252.2	262196
112144	85881.4	225812
99984	85906.7	269400
33524	83850.6	239036
35296	85755.6	262396
15592	84326.5	257176
18236	87346	277212
131740	87673.8	271832
27960	85144.3	238916
21160	84316	268596
37820	79430.7	269380
40252	86784.9	286432
151668	83531.7	243024
131200	86570.7	258904
21536	86797.5	246996
119784	45541.5	241540
151896	72726.7	176844
129092	81601.1	275272
71520	83301.9	188328
49892	83447.7	260336
16440	86329.4	268388
146176	85722	270312
74036	87696.7	277564
12380	82857.6	288944
7820	88546	288164
112064	83700.2	268824
175404	86041.8	246964
33052	88139	270420
121920	84274.9	237992
153344	88347.5	290452
112428	86938.6	207708
72428	87740.9	281392
80428	90132.9	241324
53232	85302.2	288656
68012	85711.7	282968
60488	89269.4	246560
56624	88574.5	245824
36032	89918.2	262548
131028	88449.3	275524
40376	90020.1	242388
70016	92450.7	242636
156496	87363.4	253216
156096	80639.2	263316
167632	85297.1	233236
170776	86720.1	270424
40108	88470.9	277356
130348	85120.3	264780
22016	88797	244632
26936	89750	270464
5772	90084.9	279740
36828	84906.3	274992
76380	82596.7	237320
39488	89239.7	266032
33000	80484.7	246156
166368	88877.6	229800
147264	87465.2	279372
25680	70842.4	288468
16040	35109	153228
71436	58191.9	175236
132832	78323	248508
113312	85316.8	284576
39228	88201.8	243444
64280	88392.1	287716
132996	89366.3	261524
157304	88233	319292
39152	90069.6	339808
80076	89506.5	276768
148240	81412.2	283564
38616	90677.6	329928
71988	88154.1	314340
12296	90530.7	289240
56608	89124.5	285936
12388	89211.1	269852
39360	87813.8	279936
153320	87906.2	278736
157188	88470.6	285556
166560	88348.2	288748
29920	89755.5	264668
128304	91191.8	286452
59248	92618	229360
36496	91506.1	249300
79720	89878.1	242340
32856	91485.7	320548
173208	91062.1	268740
33696	90439.8	288568
168360	88680.6	290672
46060	91173.3	290084
71364	91089.1	268664
13892	90975.8	281636
35884	90874.9	281520
172360	92200.7	265208
102192	87614.5	289716
54512	84337.5	268940
112800	88824	261248
80000	85408.9	282920
113028	89265.5	270744
62324	78308.7	242888
133288	89181.1	288260
66204	87964.8	337872
68968	87117.5	241592
26128	87947.3	246832
80660	92806.5	281816
15912	94235.6	299984
130804	91391	270396
77940	93039.2	287784
26732	86709.7	275944
17676	86766.2	280332
56508	88057	288844
167060	90848.9	281688
132508	87696.2	274988
60076	92340.8	279808
60964	92605.3	279824
156864	88693.8	281564
33040	88085.5	291824
147440	64180.2	286276
78284	85403.1	279476
113816	92887.1	274752
26468	94447.4	289824
59420	94601.2	271688
7588	90800.9	279048
149864	91308.7	286548
73716	93964.2	280068
71160	59849.8	259912
155488	86248.8	280652
31900	91357.1	268668
76636	95458	290400
19176	92992	290504
50832	80789.1	284296
153312	69180.2	247740
149056	90171.7	260972
156868	88992.2	283824
36488	91471.7	280000
77172	90867.1	269124
39560	82915.3	290616
76196	88764.1	277368
163376	90343.1	279276
120424	90425.1	300204
124760	90774.1	286076
7676	93465.2	281420
16688	91073.2	269620
80460	92685.2	270072
33980	93779.7	289536
83820	94466.2	286312
178008	95832.4	289452
157348	95432.9	290656
21740	94507.7	281544
66044	93771.3	290492
175044	91313.2	334212
27468	90833.3	268776
49020	91771	242176
59708	87236.1	275228
15808	91987.2	287748
131232	83607.8	289820
164556	93826.9	285656
23808	91195.1	286600
164396	90337.3	288748
192756	97968.1	280424
172424	95516	311068
39588	95206.6	289716
137540	92141.1	269428
80432	93132	270480
125304	92284.5	266700
124048	88857.6	270256
172116	91745.3	287164
133008	91516.6	269216
76440	89498	290660
111792	97056.1	290428
148264	91968.8	277712
81136	89221.2	266384
76892	93240.2	312096
131988	90183.5	282052
130904	94201.1	276104
171332	95146.1	340360
78586.8	246444
81198.2	315208
